Evolution of the BH masses and spins as functions of time.
Total number of time iterations: 957

              t                   M              a
    1.23833e-21         1.00000e+17    2.00000e-01
    2.47665e-21         1.00000e+17    2.00000e-01
    4.95331e-21         1.00000e+17    2.00000e-01
    9.90662e-21         1.00000e+17    2.00000e-01
    1.98132e-20         1.00000e+17    2.00000e-01
    3.96265e-20         1.00000e+17    2.00000e-01
    7.92530e-20         1.00000e+17    2.00000e-01
    1.58506e-19         1.00000e+17    2.00000e-01
    3.17012e-19         1.00000e+17    2.00000e-01
    6.34024e-19         1.00000e+17    2.00000e-01
    1.26805e-18         1.00000e+17    2.00000e-01
    2.53609e-18         1.00000e+17    2.00000e-01
    5.07219e-18         1.00000e+17    2.00000e-01
    1.01444e-17         1.00000e+17    2.00000e-01
    2.02888e-17         1.00000e+17    2.00000e-01
    4.05775e-17         1.00000e+17    2.00000e-01
    8.11550e-17         1.00000e+17    2.00000e-01
    1.62310e-16         1.00000e+17    2.00000e-01
    3.24620e-16         1.00000e+17    2.00000e-01
    6.49240e-16         1.00000e+17    2.00000e-01
    1.29848e-15         1.00000e+17    2.00000e-01
    2.59696e-15         1.00000e+17    2.00000e-01
    5.19392e-15         1.00000e+17    2.00000e-01
    1.03878e-14         1.00000e+17    2.00000e-01
    2.07757e-14         1.00000e+17    2.00000e-01
    4.15514e-14         1.00000e+17    2.00000e-01
    8.31027e-14         1.00000e+17    2.00000e-01
    1.66205e-13         1.00000e+17    2.00000e-01
    3.32411e-13         1.00000e+17    2.00000e-01
    6.64822e-13         1.00000e+17    2.00000e-01
    1.32964e-12         1.00000e+17    2.00000e-01
    2.65929e-12         1.00000e+17    2.00000e-01
    5.31858e-12         1.00000e+17    2.00000e-01
    1.06372e-11         1.00000e+17    2.00000e-01
    2.12743e-11         1.00000e+17    2.00000e-01
    4.25486e-11         1.00000e+17    2.00000e-01
    8.50972e-11         1.00000e+17    2.00000e-01
    1.70194e-10         1.00000e+17    2.00000e-01
    3.40389e-10         1.00000e+17    2.00000e-01
    6.80778e-10         1.00000e+17    2.00000e-01
    1.36156e-09         1.00000e+17    2.00000e-01
    2.72311e-09         1.00000e+17    2.00000e-01
    5.44622e-09         1.00000e+17    2.00000e-01
    1.08924e-08         1.00000e+17    2.00000e-01
    2.17849e-08         1.00000e+17    2.00000e-01
    4.35698e-08         1.00000e+17    2.00000e-01
    8.71395e-08         1.00000e+17    2.00000e-01
    1.74279e-07         1.00000e+17    2.00000e-01
    3.48558e-07         1.00000e+17    2.00000e-01
    6.97116e-07         1.00000e+17    2.00000e-01
    1.39423e-06         1.00000e+17    2.00000e-01
    2.78847e-06         1.00000e+17    2.00000e-01
    5.57693e-06         1.00000e+17    2.00000e-01
    1.11539e-05         1.00000e+17    2.00000e-01
    2.23077e-05         1.00000e+17    2.00000e-01
    4.46154e-05         1.00000e+17    2.00000e-01
    8.92309e-05         1.00000e+17    2.00000e-01
    1.78462e-04         1.00000e+17    2.00000e-01
    3.56924e-04         1.00000e+17    2.00000e-01
    7.13847e-04         1.00000e+17    2.00000e-01
    1.42769e-03         1.00000e+17    2.00000e-01
    2.85539e-03         1.00000e+17    2.00000e-01
    5.71078e-03         1.00000e+17    2.00000e-01
    1.14216e-02         1.00000e+17    2.00000e-01
    2.28431e-02         1.00000e+17    2.00000e-01
    4.56862e-02         1.00000e+17    2.00000e-01
    9.13724e-02         1.00000e+17    2.00000e-01
    1.82745e-01         1.00000e+17    2.00000e-01
    3.65490e-01         1.00000e+17    2.00000e-01
    7.30979e-01         1.00000e+17    2.00000e-01
    1.46196e+00         1.00000e+17    2.00000e-01
    2.92392e+00         1.00000e+17    2.00000e-01
    5.84784e+00         1.00000e+17    2.00000e-01
    1.16957e+01         1.00000e+17    2.00000e-01
    2.33913e+01         1.00000e+17    2.00000e-01
    4.67827e+01         1.00000e+17    2.00000e-01
    9.35654e+01         1.00000e+17    2.00000e-01
    1.87131e+02         1.00000e+17    2.00000e-01
    3.74261e+02         1.00000e+17    2.00000e-01
    7.48523e+02         1.00000e+17    2.00000e-01
    1.49705e+03         1.00000e+17    2.00000e-01
    2.99409e+03         1.00000e+17    2.00000e-01
    5.98818e+03         1.00000e+17    2.00000e-01
    1.19764e+04         1.00000e+17    2.00000e-01
    2.39527e+04         1.00000e+17    2.00000e-01
    4.79055e+04         1.00000e+17    2.00000e-01
    9.58109e+04         1.00000e+17    2.00000e-01
    1.91622e+05         1.00000e+17    2.00000e-01
    3.83244e+05         1.00000e+17    2.00000e-01
    7.66488e+05         1.00000e+17    2.00000e-01
    1.53298e+06         1.00000e+17    2.00000e-01
    3.06595e+06         1.00000e+17    2.00000e-01
    6.13190e+06         1.00000e+17    2.00000e-01
    1.22638e+07         1.00000e+17    2.00000e-01
    2.45276e+07         1.00000e+17    2.00000e-01
    4.90552e+07         1.00000e+17    2.00000e-01
    9.81104e+07         1.00000e+17    2.00000e-01
    1.96221e+08         1.00000e+17    2.00000e-01
    3.92442e+08         1.00000e+17    2.00000e-01
    7.84883e+08         1.00000e+17    2.00000e-01
    1.56977e+09         1.00000e+17    2.00000e-01
    3.13953e+09         1.00000e+17    2.00000e-01
    6.27907e+09         1.00000e+17    2.00000e-01
    1.25581e+10         1.00000e+17    2.00000e-01
    2.51163e+10         1.00000e+17    2.00000e-01
    5.02325e+10         1.00000e+17    2.00000e-01
    1.00465e+11         1.00000e+17    2.00000e-01
    2.00930e+11         1.00000e+17    2.00000e-01
    4.01860e+11         1.00000e+17    2.00000e-01
    8.03720e+11         1.00000e+17    2.00000e-01
    1.60744e+12         1.00000e+17    2.00000e-01
    3.21488e+12         1.00000e+17    2.00000e-01
    6.42976e+12         1.00000e+17    2.00000e-01
    1.28595e+13         1.00000e+17    2.00000e-01
    2.57191e+13         1.00000e+17    2.00000e-01
    5.14381e+13         1.00000e+17    2.00000e-01
    1.02876e+14         1.00000e+17    2.00000e-01
    2.05752e+14         1.00000e+17    2.00000e-01
    4.11505e+14         1.00000e+17    2.00000e-01
    8.23010e+14         1.00000e+17    2.00000e-01
    1.64602e+15         1.00000e+17    2.00000e-01
    3.29204e+15         1.00000e+17    2.00000e-01
    6.58408e+15         1.00000e+17    2.00000e-01
    1.31682e+16         1.00000e+17    2.00000e-01
    2.63363e+16         1.00000e+17    2.00000e-01
    5.26726e+16         1.00000e+17    2.00000e-01
    1.05345e+17         1.00000e+17    2.00000e-01
    2.10690e+17         1.00000e+17    2.00000e-01
    4.21381e+17         1.00000e+17    2.00000e-01
    8.42762e+17         1.00000e+17    2.00000e-01
    1.68552e+18         1.00000e+17    2.00000e-01
    3.37105e+18         1.00000e+17    2.00000e-01
    6.74210e+18         9.99999e+16    1.99999e-01
    1.34842e+19         9.99999e+16    1.99999e-01
    2.69684e+19         9.99998e+16    1.99998e-01
    5.39368e+19         9.99996e+16    1.99995e-01
    1.07874e+20         9.99992e+16    1.99990e-01
    2.15747e+20         9.99983e+16    1.99980e-01
    4.31494e+20         9.99966e+16    1.99960e-01
    8.62988e+20         9.99932e+16    1.99921e-01
    1.72598e+21         9.99864e+16    1.99841e-01
    3.45195e+21         9.99728e+16    1.99683e-01
    6.90391e+21         9.99456e+16    1.99365e-01
    1.38078e+22         9.98913e+16    1.98731e-01
    2.76156e+22         9.97824e+16    1.97465e-01
    5.52312e+22         9.95645e+16    1.94941e-01
    8.28469e+22         9.93460e+16    1.92433e-01
    1.10462e+23         9.91269e+16    1.89942e-01
    1.38078e+23         9.89072e+16    1.87466e-01
    1.65694e+23         9.86870e+16    1.85007e-01
    1.93309e+23         9.84661e+16    1.82564e-01
    2.20925e+23         9.82446e+16    1.80137e-01
    2.48541e+23         9.80225e+16    1.77727e-01
    2.76156e+23         9.77997e+16    1.75332e-01
    3.03772e+23         9.75763e+16    1.72954e-01
    3.31387e+23         9.73523e+16    1.70592e-01
    3.59003e+23         9.71274e+16    1.68247e-01
    3.86619e+23         9.69017e+16    1.65917e-01
    4.14234e+23         9.66751e+16    1.63604e-01
    4.41850e+23         9.64477e+16    1.61308e-01
    4.69466e+23         9.62210e+16    1.59041e-01
    4.97081e+23         9.59932e+16    1.56789e-01
    5.24697e+23         9.57644e+16    1.54551e-01
    5.52312e+23         9.55346e+16    1.52329e-01
    5.79928e+23         9.53037e+16    1.50121e-01
    6.07544e+23         9.50718e+16    1.47928e-01
    6.35159e+23         9.48388e+16    1.45750e-01
    6.62775e+23         9.46046e+16    1.43586e-01
    6.90391e+23         9.43693e+16    1.41438e-01
    7.18006e+23         9.41329e+16    1.39305e-01
    7.45622e+23         9.38954e+16    1.37186e-01
    7.73237e+23         9.36566e+16    1.35083e-01
    8.00853e+23         9.34166e+16    1.32995e-01
    8.28469e+23         9.31754e+16    1.30923e-01
    8.56084e+23         9.29329e+16    1.28869e-01
    8.83700e+23         9.26893e+16    1.26831e-01
    9.11316e+23         9.24443e+16    1.24809e-01
    9.38931e+23         9.21981e+16    1.22804e-01
    9.66547e+23         9.19506e+16    1.20815e-01
    9.94162e+23         9.17018e+16    1.18843e-01
    1.02178e+24         9.14516e+16    1.16887e-01
    1.04939e+24         9.12000e+16    1.14948e-01
    1.07701e+24         9.09471e+16    1.13025e-01
    1.10462e+24         9.06927e+16    1.11118e-01
    1.13224e+24         9.04369e+16    1.09228e-01
    1.15986e+24         9.01796e+16    1.07353e-01
    1.18747e+24         8.99208e+16    1.05495e-01
    1.21509e+24         8.96605e+16    1.03654e-01
    1.24270e+24         8.93987e+16    1.01828e-01
    1.27032e+24         8.91353e+16    1.00018e-01
    1.29793e+24         8.88702e+16    9.82247e-02
    1.32555e+24         8.86034e+16    9.64458e-02
    1.35317e+24         8.83348e+16    9.46813e-02
    1.38078e+24         8.80643e+16    9.29312e-02
    1.40840e+24         8.77920e+16    9.11957e-02
    1.43601e+24         8.75177e+16    8.94747e-02
    1.46363e+24         8.72416e+16    8.77683e-02
    1.49124e+24         8.69634e+16    8.60766e-02
    1.51886e+24         8.66833e+16    8.43995e-02
    1.54647e+24         8.64011e+16    8.27377e-02
    1.57409e+24         8.61169e+16    8.10911e-02
    1.60171e+24         8.58308e+16    7.94597e-02
    1.62932e+24         8.55426e+16    7.78437e-02
    1.65694e+24         8.52523e+16    7.62430e-02
    1.68455e+24         8.49598e+16    7.46576e-02
    1.71217e+24         8.46652e+16    7.30877e-02
    1.73978e+24         8.43684e+16    7.15331e-02
    1.76740e+24         8.40693e+16    6.99941e-02
    1.79502e+24         8.37679e+16    6.84706e-02
    1.82263e+24         8.34641e+16    6.69627e-02
    1.85025e+24         8.31580e+16    6.54703e-02
    1.87786e+24         8.28494e+16    6.39936e-02
    1.90548e+24         8.25383e+16    6.25325e-02
    1.93309e+24         8.22246e+16    6.10871e-02
    1.96071e+24         8.19084e+16    5.96575e-02
    1.98832e+24         8.15894e+16    5.82436e-02
    2.01594e+24         8.12678e+16    5.68456e-02
    2.04356e+24         8.09433e+16    5.54634e-02
    2.07117e+24         8.06160e+16    5.40971e-02
    2.09879e+24         8.02858e+16    5.27467e-02
    2.12640e+24         7.99526e+16    5.14123e-02
    2.15402e+24         7.96163e+16    5.00939e-02
    2.18163e+24         7.92768e+16    4.87915e-02
    2.20925e+24         7.89340e+16    4.75051e-02
    2.23687e+24         7.85878e+16    4.62348e-02
    2.26448e+24         7.82382e+16    4.49805e-02
    2.29210e+24         7.78850e+16    4.37424e-02
    2.31971e+24         7.75282e+16    4.25204e-02
    2.34733e+24         7.71676e+16    4.13143e-02
    2.37494e+24         7.68032e+16    4.01242e-02
    2.40256e+24         7.64347e+16    3.89503e-02
    2.43017e+24         7.60622e+16    3.77924e-02
    2.45779e+24         7.56856e+16    3.66507e-02
    2.48541e+24         7.53046e+16    3.55252e-02
    2.51302e+24         7.49192e+16    3.44160e-02
    2.54064e+24         7.45292e+16    3.33231e-02
    2.56825e+24         7.41346e+16    3.22466e-02
    2.59587e+24         7.37352e+16    3.11865e-02
    2.62348e+24         7.33308e+16    3.01429e-02
    2.65110e+24         7.29213e+16    2.91158e-02
    2.67872e+24         7.25065e+16    2.81053e-02
    2.70633e+24         7.20863e+16    2.71114e-02
    2.73395e+24         7.16605e+16    2.61342e-02
    2.76156e+24         7.12289e+16    2.51738e-02
    2.78918e+24         7.07913e+16    2.42301e-02
    2.81679e+24         7.03474e+16    2.33033e-02
    2.84441e+24         6.98972e+16    2.23934e-02
    2.87202e+24         6.94403e+16    2.15005e-02
    2.89964e+24         6.89768e+16    2.06249e-02
    2.92726e+24         6.85063e+16    1.97665e-02
    2.95487e+24         6.80285e+16    1.89253e-02
    2.98249e+24         6.75432e+16    1.81015e-02
    3.01010e+24         6.70502e+16    1.72951e-02
    3.03772e+24         6.65491e+16    1.65062e-02
    3.06533e+24         6.60395e+16    1.57348e-02
    3.09295e+24         6.55211e+16    1.49809e-02
    3.12057e+24         6.49937e+16    1.42447e-02
    3.14818e+24         6.44567e+16    1.35262e-02
    3.17580e+24         6.39097e+16    1.28254e-02
    3.20341e+24         6.33523e+16    1.21425e-02
    3.23103e+24         6.27839e+16    1.14775e-02
    3.25864e+24         6.22043e+16    1.08304e-02
    3.28626e+24         6.16130e+16    1.02016e-02
    3.31387e+24         6.10094e+16    9.59092e-03
    3.34149e+24         6.03929e+16    8.99852e-03
    3.36911e+24         5.97627e+16    8.42445e-03
    3.39672e+24         5.91181e+16    7.86877e-03
    3.42434e+24         5.84583e+16    7.33153e-03
    3.45195e+24         5.77824e+16    6.81281e-03
    3.47957e+24         5.70894e+16    6.31263e-03
    3.50718e+24         5.63782e+16    5.83106e-03
    3.53480e+24         5.56474e+16    5.36792e-03
    3.56242e+24         5.48957e+16    4.92318e-03
    3.59003e+24         5.41214e+16    4.49696e-03
    3.61765e+24         5.33230e+16    4.08939e-03
    3.64526e+24         5.24985e+16    3.70056e-03
    3.67288e+24         5.16457e+16    3.33062e-03
    3.68669e+24         5.12039e+16    3.15515e-03
    3.70049e+24         5.07539e+16    2.98429e-03
    3.71430e+24         5.02951e+16    2.81792e-03
    3.72811e+24         4.98270e+16    2.65605e-03
    3.74192e+24         4.93491e+16    2.49870e-03
    3.75572e+24         4.88609e+16    2.34591e-03
