Evolution of the BH masses and spins as functions of time.
Total number of time iterations: 968

              t                   M              a
    1.23833e-21         1.00000e+17    3.00000e-01
    2.47665e-21         1.00000e+17    3.00000e-01
    4.95331e-21         1.00000e+17    3.00000e-01
    9.90662e-21         1.00000e+17    3.00000e-01
    1.98132e-20         1.00000e+17    3.00000e-01
    3.96265e-20         1.00000e+17    3.00000e-01
    7.92530e-20         1.00000e+17    3.00000e-01
    1.58506e-19         1.00000e+17    3.00000e-01
    3.17012e-19         1.00000e+17    3.00000e-01
    6.34024e-19         1.00000e+17    3.00000e-01
    1.26805e-18         1.00000e+17    3.00000e-01
    2.53609e-18         1.00000e+17    3.00000e-01
    5.07219e-18         1.00000e+17    3.00000e-01
    1.01444e-17         1.00000e+17    3.00000e-01
    2.02888e-17         1.00000e+17    3.00000e-01
    4.05775e-17         1.00000e+17    3.00000e-01
    8.11550e-17         1.00000e+17    3.00000e-01
    1.62310e-16         1.00000e+17    3.00000e-01
    3.24620e-16         1.00000e+17    3.00000e-01
    6.49240e-16         1.00000e+17    3.00000e-01
    1.29848e-15         1.00000e+17    3.00000e-01
    2.59696e-15         1.00000e+17    3.00000e-01
    5.19392e-15         1.00000e+17    3.00000e-01
    1.03878e-14         1.00000e+17    3.00000e-01
    2.07757e-14         1.00000e+17    3.00000e-01
    4.15514e-14         1.00000e+17    3.00000e-01
    8.31027e-14         1.00000e+17    3.00000e-01
    1.66205e-13         1.00000e+17    3.00000e-01
    3.32411e-13         1.00000e+17    3.00000e-01
    6.64822e-13         1.00000e+17    3.00000e-01
    1.32964e-12         1.00000e+17    3.00000e-01
    2.65929e-12         1.00000e+17    3.00000e-01
    5.31858e-12         1.00000e+17    3.00000e-01
    1.06372e-11         1.00000e+17    3.00000e-01
    2.12743e-11         1.00000e+17    3.00000e-01
    4.25486e-11         1.00000e+17    3.00000e-01
    8.50972e-11         1.00000e+17    3.00000e-01
    1.70194e-10         1.00000e+17    3.00000e-01
    3.40389e-10         1.00000e+17    3.00000e-01
    6.80778e-10         1.00000e+17    3.00000e-01
    1.36156e-09         1.00000e+17    3.00000e-01
    2.72311e-09         1.00000e+17    3.00000e-01
    5.44622e-09         1.00000e+17    3.00000e-01
    1.08924e-08         1.00000e+17    3.00000e-01
    2.17849e-08         1.00000e+17    3.00000e-01
    4.35698e-08         1.00000e+17    3.00000e-01
    8.71395e-08         1.00000e+17    3.00000e-01
    1.74279e-07         1.00000e+17    3.00000e-01
    3.48558e-07         1.00000e+17    3.00000e-01
    6.97116e-07         1.00000e+17    3.00000e-01
    1.39423e-06         1.00000e+17    3.00000e-01
    2.78847e-06         1.00000e+17    3.00000e-01
    5.57693e-06         1.00000e+17    3.00000e-01
    1.11539e-05         1.00000e+17    3.00000e-01
    2.23077e-05         1.00000e+17    3.00000e-01
    4.46154e-05         1.00000e+17    3.00000e-01
    8.92309e-05         1.00000e+17    3.00000e-01
    1.78462e-04         1.00000e+17    3.00000e-01
    3.56924e-04         1.00000e+17    3.00000e-01
    7.13847e-04         1.00000e+17    3.00000e-01
    1.42769e-03         1.00000e+17    3.00000e-01
    2.85539e-03         1.00000e+17    3.00000e-01
    5.71078e-03         1.00000e+17    3.00000e-01
    1.14216e-02         1.00000e+17    3.00000e-01
    2.28431e-02         1.00000e+17    3.00000e-01
    4.56862e-02         1.00000e+17    3.00000e-01
    9.13724e-02         1.00000e+17    3.00000e-01
    1.82745e-01         1.00000e+17    3.00000e-01
    3.65490e-01         1.00000e+17    3.00000e-01
    7.30979e-01         1.00000e+17    3.00000e-01
    1.46196e+00         1.00000e+17    3.00000e-01
    2.92392e+00         1.00000e+17    3.00000e-01
    5.84784e+00         1.00000e+17    3.00000e-01
    1.16957e+01         1.00000e+17    3.00000e-01
    2.33913e+01         1.00000e+17    3.00000e-01
    4.67827e+01         1.00000e+17    3.00000e-01
    9.35654e+01         1.00000e+17    3.00000e-01
    1.87131e+02         1.00000e+17    3.00000e-01
    3.74261e+02         1.00000e+17    3.00000e-01
    7.48523e+02         1.00000e+17    3.00000e-01
    1.49705e+03         1.00000e+17    3.00000e-01
    2.99409e+03         1.00000e+17    3.00000e-01
    5.98818e+03         1.00000e+17    3.00000e-01
    1.19764e+04         1.00000e+17    3.00000e-01
    2.39527e+04         1.00000e+17    3.00000e-01
    4.79055e+04         1.00000e+17    3.00000e-01
    9.58109e+04         1.00000e+17    3.00000e-01
    1.91622e+05         1.00000e+17    3.00000e-01
    3.83244e+05         1.00000e+17    3.00000e-01
    7.66488e+05         1.00000e+17    3.00000e-01
    1.53298e+06         1.00000e+17    3.00000e-01
    3.06595e+06         1.00000e+17    3.00000e-01
    6.13190e+06         1.00000e+17    3.00000e-01
    1.22638e+07         1.00000e+17    3.00000e-01
    2.45276e+07         1.00000e+17    3.00000e-01
    4.90552e+07         1.00000e+17    3.00000e-01
    9.81104e+07         1.00000e+17    3.00000e-01
    1.96221e+08         1.00000e+17    3.00000e-01
    3.92442e+08         1.00000e+17    3.00000e-01
    7.84883e+08         1.00000e+17    3.00000e-01
    1.56977e+09         1.00000e+17    3.00000e-01
    3.13953e+09         1.00000e+17    3.00000e-01
    6.27907e+09         1.00000e+17    3.00000e-01
    1.25581e+10         1.00000e+17    3.00000e-01
    2.51163e+10         1.00000e+17    3.00000e-01
    5.02325e+10         1.00000e+17    3.00000e-01
    1.00465e+11         1.00000e+17    3.00000e-01
    2.00930e+11         1.00000e+17    3.00000e-01
    4.01860e+11         1.00000e+17    3.00000e-01
    8.03720e+11         1.00000e+17    3.00000e-01
    1.60744e+12         1.00000e+17    3.00000e-01
    3.21488e+12         1.00000e+17    3.00000e-01
    6.42976e+12         1.00000e+17    3.00000e-01
    1.28595e+13         1.00000e+17    3.00000e-01
    2.57191e+13         1.00000e+17    3.00000e-01
    5.14381e+13         1.00000e+17    3.00000e-01
    1.02876e+14         1.00000e+17    3.00000e-01
    2.05752e+14         1.00000e+17    3.00000e-01
    4.11505e+14         1.00000e+17    3.00000e-01
    8.23010e+14         1.00000e+17    3.00000e-01
    1.64602e+15         1.00000e+17    3.00000e-01
    3.29204e+15         1.00000e+17    3.00000e-01
    6.58408e+15         1.00000e+17    3.00000e-01
    1.31682e+16         1.00000e+17    3.00000e-01
    2.63363e+16         1.00000e+17    3.00000e-01
    5.26726e+16         1.00000e+17    3.00000e-01
    1.05345e+17         1.00000e+17    3.00000e-01
    2.10690e+17         1.00000e+17    3.00000e-01
    4.21381e+17         1.00000e+17    3.00000e-01
    8.42762e+17         1.00000e+17    3.00000e-01
    1.68552e+18         1.00000e+17    3.00000e-01
    3.37105e+18         1.00000e+17    3.00000e-01
    6.74210e+18         9.99999e+16    2.99999e-01
    1.34842e+19         9.99999e+16    2.99998e-01
    2.69684e+19         9.99998e+16    2.99996e-01
    5.39368e+19         9.99995e+16    2.99992e-01
    1.07874e+20         9.99990e+16    2.99984e-01
    2.15747e+20         9.99980e+16    2.99969e-01
    4.31494e+20         9.99961e+16    2.99938e-01
    8.62988e+20         9.99921e+16    2.99876e-01
    1.72598e+21         9.99843e+16    2.99751e-01
    3.45195e+21         9.99686e+16    2.99503e-01
    6.90391e+21         9.99372e+16    2.99006e-01
    1.38078e+22         9.98743e+16    2.98013e-01
    2.76156e+22         9.97487e+16    2.96030e-01
    5.52312e+22         9.94977e+16    2.92079e-01
    8.28469e+22         9.92469e+16    2.88158e-01
    1.10462e+23         9.89964e+16    2.84265e-01
    1.38078e+23         9.87463e+16    2.80402e-01
    1.65694e+23         9.84966e+16    2.76573e-01
    1.93309e+23         9.82466e+16    2.72768e-01
    2.20925e+23         9.79963e+16    2.68986e-01
    2.48541e+23         9.77455e+16    2.65228e-01
    2.76156e+23         9.74943e+16    2.61493e-01
    3.03772e+23         9.72428e+16    2.57782e-01
    3.31387e+23         9.69908e+16    2.54095e-01
    3.59003e+23         9.67384e+16    2.50432e-01
    3.86619e+23         9.64855e+16    2.46793e-01
    4.14234e+23         9.62321e+16    2.43177e-01
    4.41850e+23         9.59782e+16    2.39590e-01
    4.69466e+23         9.57240e+16    2.36030e-01
    4.97081e+23         9.54694e+16    2.32497e-01
    5.24697e+23         9.52144e+16    2.28991e-01
    5.52312e+23         9.49590e+16    2.25512e-01
    5.79928e+23         9.47032e+16    2.22060e-01
    6.07544e+23         9.44470e+16    2.18636e-01
    6.35159e+23         9.41903e+16    2.15238e-01
    6.62775e+23         9.39331e+16    2.11868e-01
    6.90391e+23         9.36755e+16    2.08524e-01
    7.18006e+23         9.34172e+16    2.05209e-01
    7.45622e+23         9.31582e+16    2.01920e-01
    7.73237e+23         9.28984e+16    1.98659e-01
    8.00853e+23         9.26379e+16    1.95424e-01
    8.28469e+23         9.23766e+16    1.92216e-01
    8.56084e+23         9.21145e+16    1.89035e-01
    8.83700e+23         9.18515e+16    1.85881e-01
    9.11316e+23         9.15877e+16    1.82754e-01
    9.38931e+23         9.13231e+16    1.79654e-01
    9.66547e+23         9.10576e+16    1.76581e-01
    9.94162e+23         9.07911e+16    1.73534e-01
    1.02178e+24         9.05238e+16    1.70515e-01
    1.04939e+24         9.02561e+16    1.67531e-01
    1.07701e+24         8.99870e+16    1.64571e-01
    1.10462e+24         8.97164e+16    1.61635e-01
    1.13224e+24         8.94443e+16    1.58724e-01
    1.15986e+24         8.91707e+16    1.55838e-01
    1.18747e+24         8.88955e+16    1.52976e-01
    1.21509e+24         8.86186e+16    1.50138e-01
    1.24270e+24         8.83402e+16    1.47325e-01
    1.27032e+24         8.80601e+16    1.44537e-01
    1.29793e+24         8.77783e+16    1.41773e-01
    1.32555e+24         8.74948e+16    1.39034e-01
