time                   Mass                   Q                   dMdt                dQdt                   fM                      hM                      delta_t               
2e-30                  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     1e-30                 
4.1435888100000014e-30 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     2.1435888100000016e-30
8.320836979415658e-30  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     4.177248169415656e-30 
1.727513941196805e-29  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     8.954302432552392e-30 
3.4724541680854506e-29 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     1.7449402268886456e-29
7.212888512562816e-29  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     3.7404343444773645e-29
1.450193688107315e-28  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     7.289048368510335e-29 
3.0126659399360673e-28 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     1.5624722518287521e-28
6.057482335350265e-28  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     3.0448163954141973e-28
1.2584316689064679e-27 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     6.526834353714413e-28 
2.5303270403015413e-27 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     1.2718953713950733e-27
5.2567477259148165e-27 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     2.726420685613275e-27 
1.0569770337763133e-26 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     5.3130226118483166e-27
2.1958706155798167e-26 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     1.1388935818035033e-26
4.4152520135205533e-26 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     2.219381397940737e-26 
9.172693143268478e-26  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     4.7574411297479245e-26
1.8443600025051581e-25 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     9.270906881783103e-26 
3.8316612275393845e-25 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     1.9873012250342263e-25
7.7043491076145315e-25 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     3.872687880075147e-25 
1.6005799511966243e-24 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     8.301450404351711e-25 
3.218297786972835e-24  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     1.6177178357762105e-24
6.68601963748014e-24   1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     3.467721850507305e-24 
1.3443628505607374e-23 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     6.757608868127232e-24 
2.7929163257681685e-23 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     1.4485534752074308e-23
5.615737253169318e-23  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     2.8228209274011485e-23
1.1666704605780247e-22 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     6.05096735261093e-23  
2.34583281573549e-22   1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     1.1791623551574655e-22
4.873472045424281e-22  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     2.527639229688791e-22 
9.799125834949659e-22  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     4.925653789525378e-22 
2.0357702180110363e-21 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     1.0558576345160702e-21
4.093338045558054e-21  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     2.057567827547018e-21 
8.503917416503853e-21  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     4.4105793709457994e-21
1.7098888857573177e-20 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     8.594971441069326e-21 
3.552297346091897e-20  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     1.8424084603345794e-20
7.142630217930567e-20  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     3.5903328718386696e-20
1.4838827586179109e-19 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     7.696197368248543e-20 
2.9836539002660053e-19 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     1.4997711416480942e-19
6.198546537063788e-19  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     3.214892636797782e-19 
1.2463462793055717e-18 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     6.26491625599193e-19  
2.589286717498712e-18  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     1.3429404381931403e-18
5.2062977136871784e-18 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     2.617010996188467e-18 
1.0816093200763733e-17 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     5.609795487076554e-18 
2.174799759393265e-17  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     1.0931904393168915e-17
4.518150552311939e-17  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     2.3433507929186742e-17
9.084678313771121e-17  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     4.566527761459182e-17 
1.887343612378938e-16  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     9.788757810018259e-17 
3.794895585593052e-16  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     1.907551973214114e-16 
7.883902649868248e-16  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     4.0890070642751956e-16
1.5852220638042127e-15 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     7.968317988173879e-16 
3.293301791201338e-15  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     1.708079727397125e-15 
6.621865964143455e-15  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     3.3285641729421173e-15
1.3756938878629088e-14 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     7.135072914485632e-15 
2.7661177476834088e-14 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     1.3904238598204999e-14
5.746614774751643e-14  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     2.980497027068234e-14 
1.1554760297898677e-13 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     5.808145523147034e-14 
2.4005036048168267e-13 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     1.245027575026959e-13 
4.826710130243396e-13  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     2.426206525426569e-13 
1.0027499288896772e-12 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     5.200789158653376e-13 
2.0162366055859228e-12 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     1.0134866766962454e-12
4.188735304836083e-12  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     2.1724986992501603e-12
8.42232066979263e-12   1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     4.233585364956546e-12 
1.7497386884293254e-11 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     9.075066214500623e-12 
3.51821236001229e-11   1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     1.7684736715829647e-11
7.30909273319715e-11   1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     3.7908803731848605e-11
1.4696446140476875e-10 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     7.387353407279724e-11 
3.0531894239837076e-10 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     1.58354480993602e-10  
6.139070273722281e-10  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     3.085880849738574e-10 
1.2753929932215183e-09 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     6.614859658492902e-10 
2.564442006282047e-09  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     1.2890490130605285e-09
5.327633046220141e-09  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     2.763191039938095e-09 
1.0712310676314294e-08 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     5.384677630094152e-09 
2.2254845389641446e-08 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     1.154253471332715e-08 
4.4747980162845676e-08 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     2.2493134773204227e-08
9.296401216450819e-08  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     4.821603200166251e-08 
1.869234182202952e-07  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     9.395940605578702e-08 
3.8833374963572663e-07 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     2.0141033141543142e-07
7.808255065816452e-07  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     3.9249175694591865e-07
1.6221664447881567e-06 1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     8.413409382065115e-07 
3.26170191800123e-06   1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     1.639535473213073e-06 
6.776191811978831e-06  1e+17                  0.4                 -1689629.0171269758 0.0                    2.999164632544244e+111  0.0                     3.5144898939776014e-06
1.3624938366150174e-05 9.999999999999998e+16  0.4                 -1689629.0171269763 0.0                    2.999164632544244e+111  0.0                     6.848746554171342e-06 
2.830583484219793e-05  9.999999999999997e+16  0.4                 -1689629.0171269784 0.0                    2.9991646325442466e+111 0.0                     1.4680896476047757e-05
5.691474884840195e-05  9.999999999999992e+16  0.4                 -1689629.017126981  0.0                    2.9991646325442477e+111 0.0                     2.8608914006204027e-05
0.00011824049677835323 9.999999999999982e+16  0.4                 -1689629.0171269847 0.0                    2.999164632544249e+111  0.0                     6.132574792995128e-05 
0.00023774703043973896 9.999999999999962e+16  0.4                 -1689629.0171269893 0.0                    2.999164632544244e+111  0.0                     0.00011950653366138572
0.0004939198987181739  9.999999999999918e+16  0.4                 -1689629.0171270047 0.0                    2.9991646325442456e+111 0.0                     0.0002561728682784349 
0.0009931283476884078  9.999999999999834e+16  0.4                 -1689629.0171270329 0.0                    2.999164632544245e+111  0.0                     0.000499208448970234  
0.002063225992758458   9.999999999999653e+16  0.4                 -1689629.0171270955 0.0                    2.9991646325442477e+111 0.0                     0.0010700976450700504 
0.004148543572376197   9.999999999999301e+16  0.4                 -1689629.0171272133 0.0                    2.9991646325442456e+111 0.0                     0.002085317579617739  
0.00861860700134107    9.999999999998546e+16  0.4                 -1689629.017127468  0.0                    2.9991646325442445e+111 0.0                     0.004470063428964873  
0.01732949604344956    9.999999999997074e+16  0.4                 -1689629.017127966  0.0                    2.999164632544246e+111  0.0                     0.00871088904210849   
0.03600206031926495    9.999999999993918e+16  0.4                 -1689629.0171290329 0.0                    2.999164632544247e+111  0.0                     0.01867256427581539   
0.07238960562439553    9.999999999987771e+16  0.4                 -1689629.0171311095 0.0                    2.999164632544245e+111  0.0                     0.03638754530513059   
0.15038954056384155    9.999999999974592e+16  0.4                 -1689629.0171355617 0.0                    2.9991646325442434e+111 0.0                     0.07799993493944601   
0.30238934757922753    9.999999999948909e+16  0.4                 -1689629.0171442437 0.0                    2.999164632544249e+111  0.0                     0.151999807015386     
0.6282144330195687     9.999999999893856e+16  0.4                 -1689629.017162846  0.0                    2.999164632544246e+111  0.0                     0.3258250854403412    
1.263155348626123      9.999999999786574e+16  0.4                 -1689629.0171990995 0.0                    2.999164632544246e+111  0.0                     0.6349409156065544    
2.6242075903314888     9.999999999556606e+16  0.4                 -1689629.0172768098 0.0                    2.9991646325442434e+111 0.0                     1.3610522417053657    
5.27651336773607       9.999999999108466e+16  0.4                 -1689629.0174282505 0.0                    2.9991646325442477e+111 0.0                     2.652305777404581     
10.961966352878884     9.999999998147835e+16  0.4                 -1689629.0177528712 0.0                    2.9991646325442456e+111 0.0                     5.685452985142814     
22.041305806272735     9.999999996275838e+16  0.4                 -1689629.0183854662 0.0                    2.9991646325442434e+111 0.0                     11.079339453393851    
45.79085388075933      9.999999992263046e+16  0.4                 -1689629.0197414916 0.0                    2.9991646325442423e+111 0.0                     23.749548074486594    
92.07200433078346      9.99999998444325e+16   0.4                 -1689629.0223840047 0.0                    2.9991646325442456e+111 0.0                     46.28115045002413     
191.2797605493817      9.99999996768082e+16   0.4                 -1689629.0280484632 0.0                    2.9991646325442477e+111 0.0                     99.20775621859826     
384.60761154519554     9.999999935015584e+16  0.4                 -1689629.0390868876 0.0                    2.999164632544245e+111  0.0                     193.32785099581383    
799.0230296011698      9.999999864994752e+16  0.4                 -1689629.0627487344 0.0                    2.9991646325442456e+111 0.0                     414.41541805597427    
1606.6014412704963     9.999999728543958e+16  0.4                 -1689629.1088589816 0.0                    2.9991646325442456e+111 0.0                     807.5784116693263     
3337.717487722439      9.999999436049552e+16  0.4                 -1689629.2077004015 0.0                    2.9991646325442456e+111 0.0                     1731.1160464519423    
6711.172929527735      9.999998866060666e+16  0.4                 -1689629.4003144023 0.0                    2.999164632544245e+111  0.0                     3373.4554418052962    
13942.47426561518      9.999997644238731e+16  0.4                 -1689629.8131997788 0.0                    2.9991646325442477e+111 0.0                     7231.301336087444     
28034.23483450164      9.999995263252854e+16  0.4                 -1689630.6177971978 0.0                    2.999164632544243e+111  0.0                     14091.76056888646     
58241.17510316591      9.999990159395739e+16  0.4                 -1689632.3425259872 0.0                    2.9991646325442466e+111 0.0                     30206.940268664268    
117105.95614339059     9.999980213411952e+16  0.4                 -1689635.7035454863 0.0                    2.999164632544247e+111  0.0                     58864.78104022469     
243287.84208431648     9.999958893269989e+16  0.4                 -1689642.908237396  0.0                    2.9991646325442477e+111 0.0                     126181.88594092589    
489180.64092764846     9.999917346167613e+16  0.4                 -1689656.9483359852 0.0                    2.9991646325442456e+111 0.0                     245892.79884333198    
1016273.6929877962     9.99982828552383e+16   0.4                 -1689687.045373934  0.0                    2.999164632544243e+111  0.0                     527093.0520601476     
2043428.9368285965     9.999654728432918e+16  0.4                 -1689745.6993417046 0.0                    2.999164632544244e+111  0.0                     1027155.2438408005    
4245227.423658559      9.999282680480525e+16  0.4                 -1689871.443986223  0.0                    2.9991646325442434e+111 0.0                     2201798.4868299626    
8535909.785698235      9.998557610320643e+16  0.4                 -1690116.5432960957 0.0                    2.999164632544243e+111  0.0                     4290682.362039675     
17733368.484230854     9.997003132610376e+16  0.4                 -1690642.1913769532 0.0                    2.999164632544245e+111  0.0                     9197458.69853262      
35656613.52660513      9.993972953182874e+16  0.4                 -1691667.5545338127 0.0                    2.9991646325442445e+111 0.0                     17923245.042374272    
74076681.03832662      9.987473555017616e+16  0.4                 -1693869.9930998508 0.0                    2.999164632544244e+111  0.0                     38420067.51172149     
148946523.5815728      9.974791577050403e+16  0.4                 -1698179.9132947612 0.0                    2.999164632544243e+111  0.0                     74869842.54324618     
309436680.2637374      9.947537461014486e+16  0.4                 -1707497.956980568  0.0                    2.999164632544246e+111  0.0                     160490156.68216458    
622186592.971951       9.894135477314973e+16  0.4                 -1725979.5823971138 0.0                    2.9991646325442456e+111 0.0                     312749912.70821357    
1231647695.8899546     9.788943735324803e+16  0.4                 -1763273.557514258  0.0                    2.9991646325442456e+111 0.0                     609461102.9180034     
1841108798.8079581     9.681479070613923e+16  0.4                 -1802635.5744062401 0.0                    2.9991646325442413e+111 0.0                     609461102.9180034     
2450569901.7259617     9.571615444080238e+16  0.4                 -1844254.6018589805 0.0                    2.9991646325442466e+111 0.0                     609461102.9180034     
3060031004.6439652     9.45921529970918e+16   0.4                 -1888344.1116988175 0.0                    2.9991646325442423e+111 0.0                     609461102.9180034     
3669492107.561969      9.344128071208714e+16  0.4                 -1935146.2593393582 0.0                    2.9991646325442466e+111 0.0                     609461102.9180034     
4278953210.4799724     9.226188433856253e+16  0.4                 -1984936.961170658  0.0                    2.9991646325442445e+111 0.0                     609461102.9180034     
4888414313.397976      9.105214246898474e+16  0.4                 -2038032.1035510395 0.0                    2.9991646325442456e+111 0.0                     609461102.9180034     
5497875416.315979      8.981004117537222e+16  0.4                 -2094795.1915769523 0.0                    2.999164632544243e+111  0.0                     609461102.9180034     
6107336519.233982      8.853334498752642e+16  0.4                 -2155646.846230301  0.0                    2.9991646325442434e+111 0.0                     609461102.9180034     
6716797622.151985      8.721956208312118e+16  0.4                 -2221076.697488457  0.0                    2.9991646325442456e+111 0.0                     609461102.9180034     
7326258725.069988      8.586590222940438e+16  0.4                 -2291658.415781512  0.0                    2.9991646325442434e+111 0.0                     609461102.9180034     
7935719827.987991      8.446922556381086e+16  0.4                 -2368068.9009580067 0.0                    2.999164632544246e+111  0.0                     609461102.9180034     
8545180930.905994      8.302597967964717e+16  0.4                 -2451113.047036917  0.0                    2.999164632544246e+111  0.0                     609461102.9180034     
9154642033.823997      8.153212161862334e+16  0.4                 -2541756.0859032823 0.0                    2.999164632544245e+111  0.0                     609461102.9180034     
9764103136.742         7.998302015116018e+16  0.4                 -2641166.385427943  0.0                    2.999164632544245e+111  0.0                     609461102.9180034     
10373564239.660004     7.837333197290731e+16  0.4                 -2750772.90389764   0.0                    2.9991646325442466e+111 0.0                     609461102.9180034     
10983025342.578007     7.66968428850209e+16   0.4                 -2872343.5629014634 0.0                    2.9991646325442445e+111 0.0                     609461102.9180034     
11592486445.49601      7.494626120921555e+16  0.4                 -3008094.077344833  0.0                    2.9991646325442466e+111 0.0                     609461102.9180034     
12201947548.414013     7.311294487515586e+16  0.4                 -3160842.1308961683 0.0                    2.9991646325442466e+111 0.0                     609461102.9180034     
12811408651.332016     7.1186534543910184e+16 0.4                 -3334230.7810543617 0.0                    2.999164632544245e+111  0.0                     609461102.9180034     
13420869754.25002      6.915445057470563e+16  0.4                 -3533060.618074931  0.0                    2.999164632544246e+111  0.0                     609461102.9180034     
14030330857.168022     6.700118755373752e+16  0.4                 -3763798.446075192  0.0                    2.9991646325442434e+111 0.0                     609461102.9180034     
14639791960.086025     6.4707298801631464e+16 0.4                 -4035383.5388294966 0.0                    2.999164632544245e+111  0.0                     609461102.9180034     
15249253063.004028     6.224788949935928e+16  0.4                 -4360558.2930598715 0.0                    2.9991646325442477e+111 0.0                     609461102.9180034     
15858714165.922031     5.959029883273276e+16  0.4                 -4758173.0483747525 0.0                    2.9991646325442456e+111 0.0                     609461102.9180034     
16468175268.840034     5.669037743879557e+16  0.4                 -5257419.872167287  0.0                    2.999164632544245e+111  0.0                     609461102.9180034     
17077636371.758038     5.3486184525001464e+16 0.4                 -5906199.639440576  0.0                    2.999164632544245e+111  0.0                     609461102.9180034     
17687097474.67604      4.98865855786941e+16   0.4                 -6789281.232841401  0.0                    2.999164632544245e+111  0.0                     609461102.9180034     
18296558577.594044     4.574878275050608e+16  0.4                 -8072950.191887771  0.0                    2.999164632544243e+111  0.0                     609461102.9180034     
18850614125.70132      4.127591990709696e+16  0.4                 -9917400.163584964  0.0                    2.999164632544244e+111  0.0                     554055548.1072758     
19229041520.07826      3.752290400419807e+16  0.4                 -12000476.056427367 0.0                    2.9991646325442456e+111 0.0                     378427394.37693846    
19513359622.54027      3.411095142319383e+16  0.4                 -14521239.67256145  0.0                    2.999164632544244e+111  0.0                     284318102.4620123     
19726972021.084232     3.1009034586906256e+16 0.4                 -17571744.040772967 0.0                    2.9991646325442445e+111 0.0                     213612398.5439611     
19887462177.766396     2.818894263262371e+16  0.4                 -21263452.81416805  0.0                    2.9991646325442434e+111 0.0                     160490156.68216458    
20008040807.88072      2.562502462079077e+16  0.4                 -25731362.117630064 0.0                    2.9991646325442466e+111 0.0                     120578630.11432347    
20098633317.358047     2.3293955954284812e+16 0.4                 -31139014.19419417  0.0                    2.999164632544246e+111  0.0                     90592509.4773279      
20166696810.57918      2.1174525872765516e+16 0.4                 -37684605.22319439  0.0                    2.9991646325442445e+111 0.0                     68063493.22113289     
20217833920.437283     1.924744407550785e+16  0.4                 -45608440.91070025  0.0                    2.9991646325442434e+111 0.0                     51137109.85810133     
20256253987.949005     1.749516469661438e+16  0.4                 -55202060.52405523  0.0                    2.9991646325442466e+111 0.0                     38420067.5117215      
20285119553.3222       1.5901726009822242e+16 0.4                 -66819439.28695935  0.0                    2.999164632544246e+111  0.0                     28865565.373194207    
20306806679.823475     1.445260437726183e+16  0.4                 -80890799.94243085  0.0                    2.999164632544245e+111  0.0                     21687126.50127288     
20323100538.952908     1.3134581078132864e+16 0.4                 -97939731.24345034  0.0                    2.999164632544247e+111  0.0                     16293859.129431162    
20335342356.480656     1.1935620759533972e+16 0.4                 -118604546.44007066 0.0                    2.9991646325442423e+111 0.0                     12241817.527746927    
20344539815.179188     1.0844760342193228e+16 0.4                 -143665153.53958976 0.0                    2.999164632544245e+111  0.0                     9197458.698532626     
20351450002.030075     9852007287273072.0     0.4                 -174077207.22012517 0.0                    2.999164632544248e+111  0.0                     6910186.850888522     
20356641727.688145     8948246184063527.0     0.4                 -211016060.84485745 0.0                    2.999164632544245e+111  0.0                     5191725.65806801      
20360542348.017273     8125152647359781.0     0.4                 -255934187.0282962  0.0                    2.999164632544245e+111  0.0                     3900620.3291269788    
20363472941.80324      7375113509237198.0     0.4                 -310637542.38653797 0.0                    2.999164632544243e+111  0.0                     2930593.7859706823    
20365674740.290073     6691152238457939.0     0.4                 -377389260.42829907 0.0                    2.9991646325442466e+111 0.0                     2201798.486829964     
20367328984.081833     6066858397318264.0     0.4                 -459053858.78760797 0.0                    2.999164632544245e+111  0.0                     1654243.7917580493    
20368571841.92688      5496319707624817.0     0.4                 -559303305.5324132  0.0                    2.9991646325442456e+111 0.0                     1242857.8450473696    
20369505619.42128      4974054868374716.0     0.4                 -682920604.5241523  0.0                    2.9991646325442466e+111 0.0                     933777.4944007281     
20370207180.27357      4494944507016944.5     0.4                 -836262630.9544048  0.0                    2.999164632544245e+111  0.0                     701560.8522920571     
20370734273.32563      4054156284543338.0     0.4                 -1027993542.4631512 0.0                    2.999164632544246e+111  0.0                     527093.0520601479     
